"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","inq_last_6mths","loan_status_Binary"
10000," 36 months",16.29,353.01,"D","D1","6 years","MORTGAGE",80000,"Not Verified","11-Dec","debt_consolidation","TX",14.01,0,1,"1"
15000," 36 months",10.65,488.6,"B","B2","3 years","RENT",69000,"Not Verified","11-Dec","credit_card","CA",21.58,0,1,"0"
10000," 36 months",12.69,335.45,"B","B5","10+ years","RENT",98000,"Not Verified","11-Nov","other","PA",17.51,0,0,"0"
1000," 36 months",19.03,36.68,"E","E2","2 years","RENT",38000,"Not Verified","11-Dec","debt_consolidation","NV",15.54,0,2,"1"
10075," 36 months",16.29,355.66,"D","D1","3 years","MORTGAGE",56000,"Verified","11-Dec","debt_consolidation","CA",16.46,0,0,"0"
19400," 60 months",20.3,517.23,"E","E5","10+ years","RENT",65000,"Source Verified","11-Dec","small_business","UT",4.69,0,0,"1"
22400," 36 months",12.69,751.41,"B","B5","< 1 year","RENT",73000,"Verified","11-Dec","debt_consolidation","NY",14.19,0,0,"0"
20000," 36 months",13.49,678.61,"C","C1","4 years","RENT",50000,"Verified","11-Dec","debt_consolidation","NJ",17.16,0,1,"0"
35000," 60 months",17.27,874.93,"D","D3","3 years","MORTGAGE",325000,"Source Verified","11-Dec","debt_consolidation","NJ",5.65,0,6,"0"
25000," 60 months",17.58,629.14,"D","D4","6 years","MORTGAGE",75000,"Verified","11-Dec","credit_card","CT",12.96,0,0,"0"
27000," 60 months",12.42,606.35,"B","B4","7 years","MORTGAGE",150000,"Verified","11-Dec","credit_card","MA",12.84,0,0,"0"
35000," 60 months",22.74,981.45,"G","G1","4 years","RENT",105000,"Verified","11-Dec","debt_consolidation","TX",16.94,0,0,"0"
15000," 36 months",6.62,460.56,"A","A2","8 years","OWN",80000,"Source Verified","11-Dec","other","MO",1.16,0,0,"0"
30000," 60 months",13.49,690.15,"C","C1","4 years","MORTGAGE",75000,"Verified","11-Dec","house","AL",22.85,0,2,"0"
22000," 60 months",20.89,593.82,"F","F1","4 years","RENT",63000,"Verified","11-Dec","debt_consolidation","GA",6.27,0,1,"1"
21000," 60 months",16.77,519.32,"D","D2","2 years","MORTGAGE",125000,"Verified","11-Dec","debt_consolidation","OH",13.69,0,0,"0"
22500," 60 months",14.27,526.7,"C","C2","10+ years","RENT",45000,"Verified","11-Dec","debt_consolidation","FL",20.56,0,1,"0"
5000," 36 months",7.51,155.56,"A","A3","10+ years","MORTGAGE",45000,"Not Verified","11-Dec","major_purchase","RI",12.37,0,0,"0"
9600," 36 months",7.9,300.39,"A","A4","9 years","RENT",54000,"Source Verified","11-Dec","small_business","TX",6.8,0,0,"0"
12000," 60 months",14.27,280.91,"C","C2","7 years","RENT",33000,"Source Verified","11-Dec","debt_consolidation","NY",13.09,0,0,"0"
4500," 36 months",6.03,136.96,"A","A1","10+ years","RENT",58947,"Source Verified","11-Dec","debt_consolidation","FL",10.99,0,0,"0"
3000," 36 months",14.65,103.49,"C","C3","< 1 year","MORTGAGE",68000,"Source Verified","11-Dec","debt_consolidation","MI",5.19,0,1,"0"
16100," 60 months",20.89,434.57,"F","F1","6 years","MORTGAGE",55000,"Verified","11-Dec","debt_consolidation","OK",22.32,0,1,"0"
18200," 36 months",18.25,660.26,"D","D5","10+ years","MORTGAGE",59800.55,"Verified","11-Dec","credit_card","GA",10.07,0,2,"0"
35000," 60 months",22.35,973.64,"F","F5","< 1 year","MORTGAGE",1e+05,"Verified","11-Dec","debt_consolidation","MO",15.84,0,2,"1"
15000," 36 months",9.91,483.38,"B","B1","10+ years","MORTGAGE",55000,"Not Verified","11-Dec","debt_consolidation","MI",16.73,0,2,"0"
10000," 36 months",6.62,307.04,"A","A2","2 years","MORTGAGE",98280,"Source Verified","11-Dec","credit_card","MD",6.04,0,0,"0"
8500," 36 months",8.9,269.91,"A","A5","1 year","RENT",47000,"Source Verified","11-Dec","debt_consolidation","MD",18.28,0,0,"0"
1800," 36 months",11.71,59.54,"B","B3","10+ years","RENT",49000,"Not Verified","11-Nov","medical","MI",15.33,0,1,"0"
14000," 36 months",12.69,469.63,"B","B5","9 years","RENT",45000,"Not Verified","11-Nov","credit_card","OR",15.89,0,2,"0"
3000," 36 months",16.77,106.62,"D","D2","4 years","RENT",59100,"Not Verified","11-Dec","car","CA",12.87,4,0,"1"
17200," 36 months",17.58,618.21,"D","D4","10+ years","RENT",95000,"Source Verified","11-Dec","debt_consolidation","TX",8.98,0,0,"0"
6000," 36 months",9.91,193.35,"B","B1","1 year","RENT",45000,"Not Verified","11-Nov","debt_consolidation","AZ",11.57,0,3,"0"
16675," 60 months",11.71,368.49,"B","B3","7 years","MORTGAGE",72000,"Not Verified","11-Dec","car","OR",8.68,0,0,"0"
4000," 36 months",16.29,141.21,"D","D1","10+ years","RENT",75000,"Verified","11-Nov","debt_consolidation","CA",20.91,0,0,"0"
5250," 60 months",17.58,132.12,"D","D4","10+ years","MORTGAGE",59000,"Not Verified","11-Dec","credit_card","KY",23.45,0,2,"0"
2500," 60 months",12.69,56.49,"B","B5","1 year","OWN",33840,"Not Verified","11-Nov","car","AZ",14.82,1,0,"0"
12875," 60 months",11.71,284.52,"B","B3","1 year","RENT",27000,"Verified","11-Dec","debt_consolidation","MO",13.69,0,0,"0"
7000," 36 months",12.69,234.82,"B","B5","10+ years","RENT",48000,"Verified","11-Dec","debt_consolidation","WA",21.95,0,0,"0"
1500," 36 months",14.65,51.75,"C","C3","5 years","MORTGAGE",92700,"Not Verified","11-Nov","debt_consolidation","IL",2.64,0,3,"0"
5300," 36 months",8.9,168.3,"A","A5","4 years","RENT",36000,"Source Verified","11-Nov","debt_consolidation","OH",15.2,0,0,"0"
12250," 60 months",11.71,270.71,"B","B3","10+ years","MORTGAGE",63996,"Verified","11-Dec","debt_consolidation","CA",23.76,0,0,"0"
4200," 60 months",16.77,103.87,"D","D2","7 years","MORTGAGE",22088,"Verified","11-Nov","debt_consolidation","MN",10.65,0,2,"0"
2400," 36 months",12.69,80.51,"B","B5","< 1 year","MORTGAGE",57000,"Not Verified","11-Nov","other","NC",17.01,1,1,"0"
24250," 60 months",19.03,629.46,"E","E2","10+ years","RENT",54257,"Verified","11-Dec","debt_consolidation","TX",24,0,2,"0"
12000," 36 months",7.9,375.49,"A","A4","2 years","RENT",42000,"Not Verified","11-Dec","credit_card","NY",17.06,0,0,"0"
10000," 36 months",11.71,330.76,"B","B3","2 years","MORTGAGE",44959,"Not Verified","11-Nov","debt_consolidation","KS",5.98,0,0,"0"
22000," 60 months",18.25,561.66,"D","D5","5 years","MORTGAGE",92000,"Verified","11-Dec","other","NC",19.64,2,2,"0"
20000," 60 months",16.77,494.59,"D","D2","6 years","MORTGAGE",60000,"Verified","11-Dec","debt_consolidation","MD",17.56,0,1,"0"
7800," 36 months",14.27,267.61,"C","C2","3 years","RENT",36000,"Source Verified","11-Nov","major_purchase","HI",1.9,0,2,"0"
32000," 60 months",20.89,863.73,"F","F1","10+ years","OWN",1e+05,"Verified","11-Dec","car","NY",18.84,0,1,"0"
22950," 36 months",13.49,778.71,"C","C1","< 1 year","RENT",52000,"Source Verified","11-Dec","credit_card","MD",21.83,0,1,"0"
1000," 36 months",16.29,35.31,"D","D1","1 year","RENT",14400,"Not Verified","11-Nov","debt_consolidation","NC",15,0,3,"1"
1950," 36 months",14.27,66.91,"C","C2","4 years","RENT",11340,"Verified","11-Dec","debt_consolidation","CA",16.93,0,0,"0"
4650," 36 months",6.62,142.78,"A","A2","1 year","OWN",37000,"Source Verified","11-Dec","credit_card","MN",9.54,0,0,"0"
20000," 60 months",19.91,528.88,"E","E4","6 years","RENT",136500,"Verified","11-Dec","home_improvement","AZ",24.23,1,0,"0"
12000," 36 months",13.49,407.17,"C","C1","10+ years","MORTGAGE",2e+05,"Verified","11-Dec","debt_consolidation","FL",4.04,0,0,"0"
9450," 36 months",16.77,335.84,"D","D2","1 year","RENT",26000,"Source Verified","11-Nov","debt_consolidation","FL",14.08,0,1,"0"
16000," 36 months",7.9,500.65,"A","A4","5 years","RENT",30000,"Verified","11-Dec","other","AZ",17.88,0,0,"0"
16000," 36 months",8.9,508.06,"A","A5","8 years","RENT",42856,"Verified","11-Dec","debt_consolidation","CA",8.93,0,0,"0"
4800," 36 months",10.65,156.36,"B","B2","3 years","RENT",24500,"Not Verified","11-Dec","car","CT",3.38,0,3,"0"
5000," 36 months",10.65,162.87,"B","B2","10+ years","OWN",95000,"Not Verified","11-Nov","vacation","CA",10.79,0,2,"0"
7100," 36 months",7.9,222.17,"A","A4","1 year","RENT",25000,"Not Verified","11-Dec","credit_card","AZ",18.91,0,0,"0"
6000," 36 months",13.49,203.59,"C","C1","2 years","RENT",30000,"Not Verified","11-Nov","credit_card","CO",15.84,0,0,"0"
9000," 36 months",16.29,317.71,"D","D1","3 years","RENT",84500,"Not Verified","11-Nov","debt_consolidation","LA",13.97,0,1,"0"
5000," 36 months",12.42,167.08,"B","B4","4 years","RENT",48879,"Not Verified","11-Nov","debt_consolidation","CA",18.54,0,3,"0"
10000," 36 months",13.49,339.31,"C","C1","10+ years","RENT",60000,"Verified","11-Nov","other","NY",21.38,1,0,"0"
25000," 60 months",17.58,629.14,"D","D4","1 year","MORTGAGE",50000,"Verified","11-Dec","small_business","AZ",9.91,0,1,"0"
15000," 60 months",14.27,351.13,"C","C2","4 years","MORTGAGE",60000,"Not Verified","11-Dec","debt_consolidation","MD",8.88,1,0,"1"
15000," 36 months",15.27,521.97,"C","C4","6 years","MORTGAGE",55000,"Not Verified","11-Dec","debt_consolidation","GA",22.69,0,1,"0"
8400," 36 months",18.64,306.39,"E","E1","10+ years","RENT",36000,"Source Verified","11-Nov","debt_consolidation","TX",18.47,0,1,"0"
25000," 60 months",15.27,598.3,"C","C4","10+ years","MORTGAGE",150000,"Source Verified","11-Dec","debt_consolidation","NV",9.88,0,1,"0"
6000," 36 months",15.27,208.79,"C","C4","2 years","RENT",29000,"Verified","11-Nov","moving","NY",16.34,1,1,"0"
6000," 36 months",6.62,184.23,"A","A2","4 years","MORTGAGE",53000,"Verified","11-Nov","credit_card","MO",20.51,0,3,"0"
2500," 36 months",14.65,86.24,"C","C3","n/a","MORTGAGE",33600,"Source Verified","11-Nov","debt_consolidation","CA",18.14,1,2,"0"
12000," 36 months",6.62,368.45,"A","A2","7 years","MORTGAGE",80000,"Source Verified","11-Dec","renewable_energy","CA",10.56,0,3,"0"
1500," 36 months",12.42,50.13,"B","B4","< 1 year","RENT",63000,"Source Verified","11-Nov","other","CA",22.19,0,0,"0"
8000," 36 months",10.65,260.59,"B","B2","< 1 year","RENT",42816,"Source Verified","11-Dec","car","PA",1.88,0,0,"1"
24000," 60 months",12.69,542.28,"B","B5","2 years","MORTGAGE",180000,"Verified","11-Dec","debt_consolidation","CA",6.77,0,3,"0"
7200," 36 months",11.71,238.15,"B","B3","9 years","RENT",105000,"Source Verified","11-Dec","credit_card","SC",9.47,1,3,"0"
4400," 36 months",7.9,137.68,"A","A4","4 years","MORTGAGE",95000,"Not Verified","11-Dec","debt_consolidation","NJ",1.09,0,0,"0"
23000," 36 months",6.62,706.19,"A","A2","10+ years","MORTGAGE",120000,"Source Verified","11-Dec","debt_consolidation","CA",3.77,0,0,"0"
2000," 36 months",13.49,67.87,"C","C1","10+ years","MORTGAGE",70000,"Source Verified","11-Nov","home_improvement","WI",24.38,0,3,"0"
12000," 36 months",12.69,402.54,"B","B5","1 year","RENT",80000,"Not Verified","11-Dec","credit_card","NC",8.31,0,0,"0"
17000," 60 months",19.03,441.28,"E","E2","7 years","RENT",56000,"Verified","11-Dec","debt_consolidation","FL",17.27,0,0,"1"
3000," 36 months",6.62,92.12,"A","A2","1 year","MORTGAGE",45000,"Not Verified","11-Nov","car","FL",16.32,0,1,"0"
15000," 36 months",6.03,456.54,"A","A1","2 years","MORTGAGE",2e+05,"Source Verified","11-Dec","home_improvement","CA",6.23,0,2,"0"
28625," 60 months",22.35,796.3,"F","F5","10+ years","MORTGAGE",72000,"Verified","11-Dec","debt_consolidation","PA",24.6,1,1,"1"
14000," 60 months",17.27,349.98,"D","D3","8 years","RENT",43000,"Verified","11-Dec","debt_consolidation","GA",17.97,0,1,"1"
10200," 36 months",12.42,340.84,"B","B4","4 years","MORTGAGE",70000,"Verified","11-Dec","debt_consolidation","CO",17.86,1,2,"0"
24000," 36 months",11.71,793.83,"B","B3","9 years","MORTGAGE",85000,"Verified","11-Dec","credit_card","VA",13.23,0,0,"0"
10250," 36 months",14.65,353.57,"C","C3","5 years","MORTGAGE",56000,"Verified","11-Nov","credit_card","MD",19.63,0,1,"0"
6100," 60 months",13.49,140.33,"C","C1","3 years","RENT",42600,"Source Verified","11-Dec","debt_consolidation","NY",27.94,0,0,"0"
5800," 60 months",17.58,145.96,"D","D4","2 years","RENT",30000,"Source Verified","11-Dec","house","MI",1,0,2,"1"
24000," 36 months",9.91,773.4,"B","B1","2 years","RENT",130000,"Verified","11-Dec","debt_consolidation","NY",5.81,0,0,"0"
6000," 36 months",14.27,205.86,"C","C2","1 year","MORTGAGE",54000,"Source Verified","11-Nov","debt_consolidation","VA",14.13,0,2,"0"
1000," 36 months",16.29,35.31,"D","D1","< 1 year","OWN",17280,"Source Verified","11-Nov","debt_consolidation","LA",22.08,0,0,"1"
11000," 36 months",9.91,354.48,"B","B1","3 years","RENT",58195,"Source Verified","11-Dec","debt_consolidation","SC",13.4,0,0,"0"
9000," 36 months",16.77,319.85,"D","D2","5 years","RENT",32000,"Verified","11-Nov","other","CA",14.63,0,0,"0"
3000," 36 months",12.69,100.64,"B","B5","2 years","OWN",20000,"Verified","11-Dec","other","CA",22.5,0,2,"0"
2000," 36 months",10.65,65.15,"B","B2","4 years","RENT",14400,"Not Verified","11-Nov","debt_consolidation","GA",6.67,0,0,"0"
12500," 60 months",16.77,309.12,"D","D2","6 years","RENT",35000,"Source Verified","11-Dec","debt_consolidation","CA",19.95,0,1,"1"
13000," 36 months",10.65,423.46,"B","B2","4 years","MORTGAGE",72000,"Not Verified","11-Nov","debt_consolidation","TX",12.98,0,1,"0"
21000," 36 months",14.65,724.38,"C","C3","6 years","MORTGAGE",96000,"Verified","11-Dec","debt_consolidation","OR",18.24,1,1,"0"
15000," 60 months",12.69,338.93,"B","B5","5 years","MORTGAGE",26400,"Verified","11-Dec","debt_consolidation","IL",12.5,0,3,"0"
15000," 36 months",16.77,533.08,"D","D2","4 years","RENT",104371.43,"Verified","11-Nov","debt_consolidation","VA",12.97,0,0,"0"
5000," 36 months",7.9,156.46,"A","A4","2 years","RENT",26000,"Not Verified","11-Dec","vacation","SC",18.37,0,1,"0"
10000," 36 months",7.51,311.11,"A","A3","5 years","RENT",45000,"Source Verified","11-Dec","other","CA",10.11,0,2,"0"
30000," 36 months",16.77,1066.16,"D","D2","< 1 year","OWN",102000,"Verified","11-Dec","debt_consolidation","CA",13.73,0,1,"0"
12000," 36 months",14.65,413.94,"C","C3","7 years","MORTGAGE",85000,"Verified","11-Nov","wedding","PA",16.43,0,3,"0"
7200," 36 months",8.9,228.63,"A","A5","9 years","RENT",37245,"Not Verified","11-Nov","debt_consolidation","NC",22.26,0,0,"0"
20000," 60 months",20.89,539.84,"F","F1","10+ years","MORTGAGE",90000,"Verified","11-Dec","debt_consolidation","NJ",16.23,1,0,"1"
5500," 36 months",6.03,167.4,"A","A1","9 years","MORTGAGE",54960,"Not Verified","11-Nov","car","CA",10.85,0,0,"0"
17625," 36 months",12.69,591.23,"B","B5","10+ years","RENT",37793.6,"Verified","11-Dec","credit_card","NY",18.73,0,1,"0"
25000," 60 months",19.91,661.1,"E","E4","2 years","RENT",49960,"Verified","11-Dec","debt_consolidation","AK",12.08,0,1,"1"
29100," 60 months",10.65,627.64,"B","B2","6 years","MORTGAGE",83496,"Verified","11-Dec","debt_consolidation","NY",14,0,0,"0"
8325," 36 months",6.62,255.61,"A","A2","1 year","RENT",19000,"Verified","11-Dec","debt_consolidation","FL",19.89,0,1,"0"
7000," 36 months",14.27,240.17,"C","C2","6 years","RENT",55900,"Verified","11-Nov","other","MA",24.58,0,0,"1"
10500," 36 months",14.27,360.25,"C","C2","6 years","RENT",40000,"Verified","11-Nov","debt_consolidation","CO",9.06,0,0,"0"
17000," 60 months",18.64,437.63,"E","E1","7 years","MORTGAGE",35000,"Source Verified","11-Dec","credit_card","OH",13.17,0,1,"1"
5000," 36 months",12.42,167.08,"B","B4","5 years","RENT",80000,"Not Verified","11-Nov","credit_card","FL",3.99,0,1,"0"
25000," 36 months",7.51,777.78,"A","A3","10+ years","MORTGAGE",170000,"Source Verified","11-Dec","moving","GA",0.82,0,3,"0"
18000," 60 months",18.64,463.38,"E","E1","7 years","RENT",60000,"Verified","11-Dec","debt_consolidation","CT",11.76,0,1,"0"
2000," 36 months",13.49,67.87,"C","C1","4 years","RENT",62000,"Not Verified","11-Nov","other","NJ",1.95,0,2,"0"
2500," 36 months",15.96,87.85,"C","C5","10+ years","MORTGAGE",98480,"Source Verified","11-Nov","debt_consolidation","PA",20.61,4,3,"0"
10000," 36 months",10.65,325.74,"B","B2","8 years","OWN",35000,"Not Verified","11-Nov","debt_consolidation","FL",10.15,0,1,"0"
15600," 60 months",19.42,408.29,"E","E3","5 years","OWN",55000,"Source Verified","11-Dec","debt_consolidation","GA",22.78,0,0,"1"
6000," 36 months",7.9,187.75,"A","A4","6 years","MORTGAGE",92000,"Not Verified","11-Nov","moving","GA",8.03,0,0,"0"
4500," 36 months",11.71,148.85,"B","B3","5 years","OWN",26000,"Not Verified","11-Nov","car","FL",7.11,0,1,"0"
21600," 36 months",18.64,787.85,"E","E1","6 years","RENT",92001,"Verified","11-Nov","debt_consolidation","MD",17.67,0,2,"1"
5500," 36 months",11.71,181.92,"B","B3","< 1 year","RENT",55000,"Not Verified","11-Nov","credit_card","FL",11.56,0,0,"0"
4850," 36 months",14.27,166.4,"C","C2","10+ years","RENT",23000,"Not Verified","11-Nov","credit_card","IL",18.63,0,1,"0"
10000," 36 months",7.51,311.11,"A","A3","5 years","OWN",35000,"Not Verified","11-Dec","debt_consolidation","GA",17.07,0,1,"1"
15000," 60 months",15.27,358.98,"C","C4","8 years","RENT",38000,"Not Verified","11-Dec","debt_consolidation","SD",18.98,0,1,"1"
7000," 36 months",6.62,214.93,"A","A2","10+ years","RENT",47000,"Not Verified","11-Dec","debt_consolidation","NY",26.32,0,0,"0"
25000," 36 months",6.62,767.6,"A","A2","6 years","RENT",80000,"Verified","11-Dec","debt_consolidation","NY",5.04,0,0,"0"
10000," 36 months",11.71,330.76,"B","B3","n/a","RENT",45000,"Not Verified","11-Dec","debt_consolidation","WA",26.13,0,2,"0"
25000," 36 months",13.49,848.27,"C","C1","9 years","RENT",110000,"Verified","11-Dec","credit_card","NJ",8.85,0,1,"0"
9425," 36 months",13.49,319.8,"C","C1","8 years","RENT",45000,"Not Verified","11-Dec","credit_card","CA",15.71,0,0,"0"
5500," 36 months",12.69,184.5,"B","B5","< 1 year","RENT",20000,"Verified","11-Nov","debt_consolidation","OH",21.24,0,1,"0"
6400," 36 months",17.27,229.04,"D","D3","2 years","RENT",55200,"Verified","11-Nov","debt_consolidation","CA",6.93,0,2,"1"
13500," 60 months",19.03,350.43,"E","E2","5 years","RENT",43200,"Source Verified","11-Dec","debt_consolidation","MA",12.11,0,1,"0"
10000," 36 months",6.62,307.04,"A","A2","3 years","RENT",80004,"Source Verified","11-Dec","major_purchase","LA",4.96,0,0,"0"
30000," 60 months",15.96,728.91,"C","C5","10+ years","MORTGAGE",55097.04,"Verified","11-Dec","home_improvement","GA",16.64,0,1,"0"
18000," 36 months",7.9,563.23,"A","A4","10+ years","MORTGAGE",80000,"Verified","11-Dec","credit_card","GA",15,0,0,"1"
8575," 36 months",10.65,279.32,"B","B2","6 years","MORTGAGE",35000,"Verified","11-Nov","debt_consolidation","FL",18.82,0,0,"0"
18000," 36 months",14.65,620.9,"C","C3","6 years","RENT",42000,"Verified","11-Dec","debt_consolidation","CA",19.63,0,1,"0"
18000," 60 months",19.42,471.1,"E","E3","3 years","RENT",36000,"Verified","11-Dec","other","CA",3.27,1,0,"0"
25000," 60 months",16.77,618.23,"D","D2","10+ years","MORTGAGE",55000,"Verified","11-Dec","debt_consolidation","CA",20.79,0,1,"1"
15000," 60 months",15.96,364.46,"C","C5","10+ years","RENT",58000,"Verified","11-Dec","credit_card","NY",23.75,0,1,"0"
3000," 36 months",12.42,100.25,"B","B4","7 years","RENT",30000,"Source Verified","11-Nov","other","SC",6.4,0,0,"0"
30000," 60 months",13.49,690.15,"C","C1","10+ years","MORTGAGE",189996,"Verified","11-Dec","debt_consolidation","CT",7.48,0,3,"0"
3600," 36 months",15.27,125.28,"C","C4","9 years","RENT",50000,"Source Verified","11-Nov","vacation","FL",11.83,0,2,"0"
9600," 60 months",12.69,216.91,"B","B5","8 years","MORTGAGE",42336,"Source Verified","11-Dec","home_improvement","CT",8.84,0,1,"0"
4500," 36 months",12.42,150.37,"B","B4","10+ years","RENT",24000,"Not Verified","11-Nov","credit_card","CA",24.1,0,0,"0"
5000," 36 months",10.65,162.87,"B","B2","10+ years","MORTGAGE",130000,"Verified","11-Dec","vacation","CA",7.6,1,1,"0"
35000," 36 months",7.9,1095.16,"A","A4","10+ years","MORTGAGE",96000,"Verified","11-Dec","home_improvement","AK",12.76,0,0,"0"
19500," 60 months",12.42,437.92,"B","B4","10+ years","RENT",76500,"Verified","11-Dec","home_improvement","NY",12.7,0,1,"0"
4200," 36 months",8.9,133.37,"A","A5","3 years","MORTGAGE",33600,"Not Verified","11-Nov","other","OH",4.54,0,0,"0"
10000," 36 months",9.91,322.25,"B","B1","n/a","MORTGAGE",37200,"Verified","11-Dec","major_purchase","VA",23.81,0,0,"0"
5250," 36 months",15.27,182.69,"C","C4","8 years","RENT",48000,"Source Verified","11-Nov","debt_consolidation","UT",24.77,0,2,"0"
3000," 36 months",10.65,97.72,"B","B2","n/a","RENT",22668,"Verified","11-Nov","major_purchase","FL",13.39,0,2,"0"
